CT10,TractSNAP,Pop2010
269602.0,72.0,3252.0
269601.0,168.0,3413.0
267902.0,0.0,3375.0
572201.0,149.0,6197.0
601401.0,201.0,4683.0
601211.0,109.0,2823.0
600201.0,356.0,4600.0
601002.0,133.0,5311.0
600100.0,555.0,6657.0
601212.0,464.0,6511.0
600902.0,507.0,6613.0
602004.0,102.0,4126.0
602003.0,130.0,5124.0
602103.0,228.0,6992.0
535300.0,380.0,6251.0
534502.0,97.0,4257.0
532606.0,220.0,4284.0
532603.0,113.0,3319.0
532604.0,86.0,2806.0
532605.0,222.0,3715.0
532800.0,302.0,4409.0
533106.0,29.0,1743.0
212202.0,112.0,3612.0
212304.0,156.0,1804.0
212303.0,203.0,3326.0
212204.0,241.0,3344.0
212203.0,167.0,2679.0
212306.0,135.0,3052.0
212410.0,75.0,3903.0
212305.0,155.0,2865.0
212610.0,147.0,4074.0
213201.0,257.0,4198.0
212420.0,114.0,3228.0
212620.0,160.0,4341.0
212900.0,156.0,4074.0
212800.0,151.0,4273.0
213100.0,50.0,2721.0
213202.0,153.0,3873.0
213402.0,299.0,4645.0
213401.0,327.0,4951.0
213310.0,90.0,3477.0
213320.0,163.0,2481.0
221710.0,91.0,2621.0
227020.0,195.0,3599.0
228220.0,293.0,4389.0
228310.0,269.0,4449.0
228210.0,242.0,3806.0
228100.0,341.0,4916.0
228420.0,224.0,3150.0
228320.0,162.0,3219.0
228410.0,209.0,3320.0
