CT10,TractSNAP,Pop2010
571102.0,37.0,3877.0
555211.0,314.0,5818.0
570202.0,239.0,6415.0
503802.0,14.0,5054.0
503801.0,24.0,4080.0
503902.0,43.0,4636.0
504002.0,113.0,5383.0
503901.0,18.0,2702.0
504101.0,81.0,5126.0
530301.0,97.0,2168.0
530302.0,203.0,6556.0
532002.0,126.0,3151.0
532101.0,287.0,6663.0
433302.0,71.0,1595.0
433501.0,111.0,1954.0
433402.0,221.0,4776.0
433700.0,137.0,3294.0
433801.0,387.0,6197.0
408628.0,48.0,5103.0
406602.0,125.0,4973.0
533701.0,155.0,3934.0
534302.0,171.0,3673.0
534201.0,264.0,4439.0
571000.0,55.0,5747.0
570204.0,166.0,4130.0
555104.0,74.0,4239.0
570502.0,373.0,6616.0
570501.0,264.0,7419.0
570603.0,513.0,4435.0
570602.0,255.0,6356.0
504102.0,0.0,22.0
482001.0,26.0,2761.0
482002.0,114.0,6947.0
482101.0,104.0,4568.0
482201.0,115.0,3813.0
482202.0,134.0,5229.0
482102.0,14.0,2828.0
433802.0,51.0,2780.0
433902.0,118.0,3780.0
500500.0,87.0,2950.0
500402.0,233.0,4910.0
500600.0,155.0,5688.0
534002.0,128.0,4352.0
532001.0,165.0,3415.0
532303.0,131.0,4464.0
553300.0,106.0,3390.0
554802.0,70.0,6165.0
554900.0,202.0,6991.0
553400.0,62.0,3861.0
554002.0,283.0,5659.0
570601.0,315.0,5421.0
570901.0,15.0,5647.0
570800.0,43.0,5540.0
571200.0,49.0,7828.0
571400.0,34.0,4770.0
573401.0,26.0,1439.0
571600.0,375.0,2039.0
530500.0,99.0,4567.0
530700.0,53.0,2213.0
482702.0,22.0,2397.0
530102.0,199.0,5116.0
554201.0,181.0,4108.0
554404.0,261.0,4447.0
554403.0,339.0,5483.0
554519.0,14.0,3613.0
554511.0,17.0,4029.0
554518.0,0.0,5435.0
554513.0,23.0,2507.0
554522.0,94.0,4787.0
530802.0,38.0,3668.0
530601.0,22.0,3431.0
530602.0,3.0,1590.0
482402.0,25.0,6971.0
482503.0,87.0,4357.0
530101.0,165.0,5400.0
534203.0,131.0,3204.0
554512.0,61.0,6108.0
554517.0,52.0,4883.0
554515.0,10.0,3703.0
500300.0,51.0,2903.0
551300.0,185.0,5422.0
552800.0,198.0,6401.0
552900.0,153.0,6881.0
552400.0,73.0,2794.0
553000.0,54.0,4825.0
574100.0,43.0,5098.0
534102.0,307.0,6263.0
533804.0,242.0,4543.0
501802.0,77.0,3326.0
552602.0,141.0,4191.0
552700.0,178.0,6985.0
552601.0,163.0,5720.0
553100.0,135.0,6298.0
554514.0,23.0,4322.0
554516.0,24.0,3902.0
554600.0,85.0,4374.0
554521.0,136.0,5752.0
407400.0,10.0,2133.0
501900.0,25.0,4213.0
503301.0,15.0,3394.0
502100.0,127.0,5110.0
502200.0,236.0,6585.0
502301.0,126.0,5461.0
503202.0,82.0,4462.0
503401.0,47.0,6529.0
553200.0,129.0,7055.0
554700.0,160.0,4874.0
554801.0,117.0,3366.0
553701.0,249.0,4176.0
553801.0,206.0,4174.0
553502.0,168.0,4183.0
553601.0,244.0,4750.0
553901.0,211.0,6896.0
555002.0,36.0,3475.0
571900.0,123.0,5509.0
572001.0,56.0,5278.0
573700.0,54.0,4554.0
573800.0,49.0,4284.0
573902.0,0.0,2091.0
980018.0,0.0,1.0
408623.0,34.0,3023.0
408401.0,79.0,4289.0
503702.0,96.0,5040.0
532102.0,110.0,3574.0
503402.0,40.0,4273.0
501600.0,30.0,7190.0
503501.0,60.0,6481.0
503502.0,50.0,4130.0
503601.0,68.0,4168.0
553702.0,177.0,4902.0
554101.0,248.0,3799.0
553802.0,213.0,6342.0
554001.0,87.0,4171.0
570203.0,273.0,3973.0
550700.0,73.0,6921.0
551600.0,0.0,31.0
550400.0,6.0,1534.0
551201.0,57.0,3588.0
551202.0,187.0,7666.0
551700.0,239.0,6547.0
553602.0,156.0,4730.0
532302.0,120.0,4707.0
532304.0,145.0,3987.0
500100.0,69.0,3540.0
503703.0,28.0,7876.0
536200.0,205.0,7289.0
574000.0,13.0,5277.0
550000.0,8.0,1146.0
550100.0,104.0,7518.0
551000.0,31.0,7200.0
552200.0,320.0,6835.0
552100.0,113.0,5891.0
551900.0,117.0,5344.0
553902.0,279.0,5809.0
504001.0,53.0,5709.0
532200.0,315.0,6836.0
503701.0,90.0,4717.0
500900.0,173.0,5719.0
500800.0,75.0,5470.0
500700.0,193.0,6496.0
502902.0,183.0,4043.0
555202.0,49.0,3399.0
482502.0,87.0,3373.0
502401.0,82.0,4747.0
502901.0,89.0,5413.0
550800.0,61.0,7170.0
550500.0,180.0,7809.0
531502.0,44.0,3273.0
540000.0,297.0,6973.0
408501.0,37.0,3314.0
408402.0,51.0,5799.0
502602.0,115.0,4321.0
502601.0,107.0,7145.0
530003.0,28.0,2983.0
503000.0,227.0,6057.0
503201.0,27.0,3912.0
503302.0,99.0,6271.0
554103.0,61.0,1572.0
552301.0,75.0,4900.0
530006.0,132.0,3963.0
482701.0,49.0,4298.0
408624.0,22.0,3227.0
408303.0,71.0,4029.0
408625.0,24.0,4160.0
534101.0,73.0,2295.0
910002.0,297.0,7217.0
405702.0,174.0,4854.0
405701.0,83.0,3853.0
408003.0,36.0,4992.0
401304.0,21.0,5642.0
401303.0,22.0,2199.0
400501.0,15.0,2126.0
400403.0,24.0,3815.0
404504.0,155.0,5266.0
404202.0,31.0,3366.0
404201.0,175.0,3711.0
900104.0,291.0,6242.0
900103.0,109.0,6170.0
402904.0,140.0,3603.0
402903.0,214.0,4138.0
402804.0,204.0,4085.0
402803.0,137.0,3436.0
402706.0,185.0,3945.0
402705.0,58.0,3328.0
402405.0,77.0,3006.0
402304.0,255.0,3848.0
402303.0,173.0,3996.0
402002.0,81.0,3913.0
402001.0,170.0,3080.0
400404.0,16.0,4453.0
400207.0,31.0,4798.0
408141.0,195.0,5450.0
408140.0,84.0,3835.0
408005.0,28.0,5088.0
407801.0,101.0,5074.0
408724.0,179.0,5362.0
408723.0,62.0,2825.0
408139.0,189.0,4482.0
408138.0,155.0,5936.0
408137.0,101.0,4152.0
408136.0,67.0,3849.0
408006.0,106.0,3863.0
408004.0,43.0,2246.0
404503.0,33.0,2977.0
402406.0,264.0,4776.0
405500.0,87.0,6808.0
403312.0,64.0,5160.0
408704.0,31.0,3155.0
403324.0,77.0,6804.0
408211.0,147.0,5947.0
403325.0,16.0,4795.0
408212.0,103.0,4485.0
401202.0,56.0,4371.0
403802.0,170.0,5553.0
401603.0,35.0,2913.0
403901.0,55.0,3110.0
405900.0,111.0,4049.0
406411.0,12.0,2126.0
406500.0,99.0,6705.0
406412.0,23.0,2482.0
406601.0,65.0,5269.0
406402.0,18.0,2076.0
400604.0,47.0,2980.0
404501.0,60.0,2355.0
408134.0,33.0,2743.0
900102.0,64.0,1029.0
407701.0,181.0,5401.0
402101.0,67.0,4623.0
408135.0,35.0,4159.0
408133.0,157.0,5739.0
400304.0,104.0,6714.0
403305.0,29.0,2100.0
402102.0,197.0,4815.0
402200.0,283.0,6584.0
402301.0,329.0,5454.0
403721.0,67.0,4998.0
402702.0,497.0,6313.0
403200.0,0.0,391.0
402703.0,217.0,4686.0
402600.0,224.0,7453.0
402501.0,421.0,5577.0
402801.0,331.0,5170.0
402502.0,402.0,7225.0
402402.0,146.0,7076.0
402403.0,80.0,5381.0
402902.0,346.0,6445.0
402404.0,0.0,1945.0
403303.0,27.0,2523.0
403000.0,212.0,6835.0
408705.0,39.0,5427.0
408703.0,0.0,6528.0
408800.0,141.0,3738.0
403304.0,49.0,5178.0
403321.0,41.0,6034.0
403318.0,11.0,6243.0
403317.0,30.0,4721.0
403320.0,80.0,5573.0
401602.0,133.0,5282.0
400204.0,0.0,6454.0
404000.0,139.0,4474.0
401601.0,132.0,5034.0
401701.0,202.0,4137.0
401312.0,0.0,5575.0
407900.0,106.0,6296.0
403401.0,48.0,5038.0
403406.0,20.0,2796.0
403405.0,6.0,1631.0
403403.0,0.0,5140.0
403402.0,16.0,3322.0
403404.0,3.0,2521.0
403407.0,0.0,2132.0
403703.0,29.0,4748.0
403600.0,193.0,6672.0
401704.0,315.0,5828.0
408722.0,68.0,4400.0
400900.0,63.0,4086.0
403801.0,202.0,6212.0
405600.0,17.0,5428.0
406200.0,192.0,5678.0
405800.0,136.0,5881.0
403722.0,231.0,5734.0
400603.0,112.0,5249.0
406101.0,45.0,3139.0
403319.0,57.0,4260.0
406000.0,75.0,5059.0
403500.0,7.0,1628.0
403316.0,98.0,6783.0
406300.0,52.0,5532.0
403323.0,6.0,5356.0
403322.0,0.0,3808.0
404401.0,67.0,3979.0
404302.0,45.0,2498.0
404301.0,145.0,5665.0
406102.0,176.0,5828.0
401002.0,51.0,3973.0
400800.0,67.0,3967.0
910001.0,287.0,5742.0
403702.0,7.0,3794.0
403408.0,28.0,6576.0
408626.0,26.0,4341.0
401001.0,8.0,3140.0
401102.0,138.0,3101.0
401101.0,278.0,5663.0
401500.0,120.0,5572.0
401203.0,155.0,5216.0
401201.0,101.0,3110.0
403902.0,102.0,4806.0
404100.0,223.0,6445.0
400206.0,15.0,5328.0
400302.0,60.0,3016.0
408706.0,0.0,1665.0
400205.0,14.0,3204.0
408627.0,20.0,3079.0
404402.0,84.0,5107.0
400402.0,83.0,4125.0
401311.0,137.0,6521.0
401902.0,0.0,5711.0
401901.0,17.0,4610.0
401800.0,53.0,7378.0
401703.0,142.0,4176.0
400602.0,102.0,4719.0
137000.0,39.0,2471.0
