Census_Tra,TRACT,UHII,DegHourDay,FIPS,Pop2012_km,FID_,X,Y,x1,y1,Pop_km_2,SymbolID
1564,"188202",11981.40000000000,65.83186813190,"06037188202",3193.27210987000,244,201641.48400000000,-310833.15600000002,26.21400000000,65.38900000000,3193.30000000000,
1565,"188300",12854.60000000000,70.62967032970,"06037188300",4034.96436664000,245,203054.50000000000,-310314.00000000000,26.68500000000,65.56200000000,4035.00000000000,
1566,"189101",9941.02000000000,54.62098901100,"06037189101",7061.96642549000,246,200881.95300000001,-312131.68800000002,25.96100000000,64.95600000000,7062.00000000000,
1567,"189102",11222.10000000000,61.65989010990,"06037189102",5122.73846611000,247,200860.10900000000,-311257.96899999998,25.95300000000,65.24700000000,5122.70000000000,
1568,"189201",9487.28000000000,52.12791208790,"06037189201",10440.82610770000,248,200190.79699999999,-312277.37500000000,25.73000000000,64.90800000000,10440.80000000000,
1569,"189202",10811.40000000000,59.40329670330,"06037189202",2778.22670163000,249,200203.76600000000,-311431.00000000000,25.73500000000,65.19000000000,2778.20000000000,
1570,"189300",10489.00000000000,57.63186813190,"06037189300",1697.59280835000,250,198973.85900000000,-311467.09399999998,25.32500000000,65.17800000000,1697.60000000000,
1572,"189500",9703.79000000000,53.31752747250,"06037189500",7816.00139284000,252,197894.37500000000,-311811.53100000002,24.96500000000,65.06300000000,7816.00000000000,
1576,"189800",7916.93000000000,43.49961538460,"06037189800",5830.09834165000,256,194491.32800000001,-313009.62500000000,23.83000000000,64.66300000000,5830.10000000000,
1577,"189902",7397.89000000000,40.64774725270,"06037189902",13967.54538460000,257,195412.39100000000,-313214.81300000002,24.13700000000,64.59500000000,13967.50000000000,
1578,"189903",8487.08000000000,46.63230769230,"06037189903",25676.15416310000,258,195511.42199999999,-312520.18800000002,24.17000000000,64.82700000000,25676.20000000000,
1579,"189904",7968.06000000000,43.78054945050,"06037189904",14938.33220750000,259,195602.85900000000,-312823.15600000002,24.20100000000,64.72600000000,14938.30000000000,
1580,"189905",8207.30000000000,45.09505494510,"06037189905",9564.18614909000,260,195164.64100000000,-312738.25000000000,24.05500000000,64.75400000000,9564.20000000000,
1581,"190100",7842.07000000000,43.08829670330,"06037190100",7686.42907258000,261,196066.29699999999,-312836.40600000002,24.35500000000,64.72100000000,7686.40000000000,
1582,"190201",8594.71000000000,47.22368131870,"06037190201",13375.11739370000,262,197143.23400000000,-312384.65600000002,24.71400000000,64.87200000000,13375.10000000000,
1583,"190202",8475.13000000000,46.56664835160,"06037190202",16820.89211350000,263,196612.98400000000,-312393.93800000002,24.53800000000,64.86900000000,16820.90000000000,
1584,"190301",8996.51000000000,49.43137362640,"06037190301",12328.10830900000,264,198460.84400000001,-312300.40600000002,25.15400000000,64.90000000000,12328.10000000000,
1585,"190401",9248.75000000000,50.81730769230,"06037190401",19431.97149440000,265,199588.68799999999,-312294.18800000002,25.53000000000,64.90200000000,19432.00000000000,
1586,"190402",9134.93000000000,50.19192307690,"06037190402",16058.20903290000,266,199192.04699999999,-312307.12500000000,25.39700000000,64.89800000000,16058.20000000000,
1587,"190510",8420.30000000000,46.26538461540,"06037190510",14078.94046690000,267,198817.73400000000,-312708.09399999998,25.27300000000,64.76400000000,14078.90000000000,
1588,"190520",8589.33000000000,47.19412087910,"06037190520",15561.39070760000,268,199506.81299999999,-312694.15600000002,25.50200000000,64.76900000000,15561.40000000000,
1589,"190700",7704.29000000000,42.33126373630,"06037190700",5543.18276983000,269,196797.50000000000,-312906.59399999998,24.59900000000,64.69800000000,5543.20000000000,
1590,"190801",7235.08000000000,39.75318681320,"06037190801",8612.39562932000,270,197647.20300000001,-313351.59399999998,24.88200000000,64.54900000000,8612.40000000000,
1591,"190802",7113.35000000000,39.08434065930,"06037190802",6101.71978606000,271,197151.29699999999,-313366.90600000002,24.71700000000,64.54400000000,6101.70000000000,
1592,"190901",7515.07000000000,41.29159340660,"06037190901",9684.26210761000,272,198735.31299999999,-313317.15600000002,25.24500000000,64.56100000000,9684.30000000000,
